,1,2,3,4,5,6,7,8,9,10,11,12
20070810__star_2,False,True,False,False,False,False,False,False,False,False,False,False
20070817__star_1,False,False,False,False,False,False,True,False,False,False,False,False
20070817__star_2,False,False,False,False,False,False,False,True,False,False,False,False
20070824__star_1,False,True,False,False,False,False,False,False,False,False,False,False
20070824__star_2,False,False,True,False,False,False,False,False,False,False,False,False
20070831__star_1,False,False,False,False,False,True,False,False,False,False,False,False
20070831__star_2,False,False,False,False,True,False,False,False,False,False,False,False
20070907__star_1,False,False,False,False,True,False,False,False,False,False,False,False
20070907__star_2,False,False,True,False,False,False,False,False,False,False,False,False
20070914__star_1,False,False,False,False,False,False,True,False,False,False,False,False
20070914__star_2,False,False,False,False,False,False,False,False,True,False,False,False
20070921__star_1,False,False,False,False,False,False,False,True,False,False,False,False
20070921__star_2,True,False,False,False,False,False,False,False,False,False,False,False
20070928__star_1,False,False,False,True,False,False,False,False,False,False,False,False
20070928__star_2,False,False,False,False,True,False,False,False,False,False,False,False
20071005__star_1,False,False,False,False,True,False,False,False,False,False,False,False
20071005__star_2,False,True,False,False,False,False,False,False,False,False,False,False
20071012__star_1,False,False,True,False,False,False,False,False,False,False,False,False
20071012__star_2,False,False,False,True,False,False,False,False,False,False,False,False
20071019__star_1,False,False,False,False,False,False,True,False,False,False,False,False
20071019__star_2,False,False,False,False,False,False,False,True,False,False,False,False
20071026__star_1,False,False,False,False,False,False,False,True,False,False,False,False
20071026__star_2,True,False,False,False,False,False,False,False,False,False,False,False
20071102__star_1,False,True,False,False,False,False,False,False,False,False,False,False
20071102__star_2,True,False,False,False,False,False,False,False,False,False,False,False
20071109__star_1,False,False,False,False,False,True,False,False,False,False,False,False
20071109__star_2,False,False,False,False,True,False,False,False,False,False,False,False
20071116__star_1,True,False,False,False,False,False,False,False,False,False,False,False
20071116__star_2,False,False,False,False,False,False,False,True,False,False,False,False
20071123__star_1,False,False,False,False,False,False,False,False,True,False,False,False
20071123__star_2,False,False,True,False,False,False,False,False,False,False,False,False
20071130__star_1,False,False,False,False,False,False,False,False,True,False,False,False
20071130__star_2,False,False,False,False,False,False,True,False,False,False,False,False
20071207__star_1,True,False,False,False,False,False,False,False,False,False,False,False
20071207__star_2,False,False,False,False,False,False,True,False,False,False,False,False
20071214__star_1,False,False,False,True,False,False,False,False,False,False,False,False
20071214__star_2,False,False,True,False,False,False,False,False,False,False,False,False
20071221__star_1,False,False,False,False,False,False,True,False,False,False,False,False
20071221__star_2,False,False,False,False,False,True,False,False,False,False,False,False
20071228__star_1,False,False,False,False,False,False,False,False,True,False,False,False
20071228__star_2,False,False,False,False,False,False,True,False,False,False,False,False
20080104__star_1,False,False,True,False,False,False,False,False,False,False,False,False
20080104__star_2,False,False,False,False,True,False,False,False,False,False,False,False
20080111__star_1,False,False,False,True,False,False,False,False,False,False,False,False
20080111__star_2,False,False,False,False,False,False,False,True,False,False,False,False
20080118__star_1,False,False,False,False,False,False,False,True,False,False,False,False
20080118__star_2,False,False,False,True,False,False,False,False,False,False,False,False
20080125__star_1,False,False,False,False,False,False,True,False,False,False,False,False
20080125__star_2,False,False,False,False,False,False,False,True,False,False,False,False
20080201__star_1,False,False,False,True,False,False,False,False,False,False,False,False
20080201__star_2,False,False,False,False,False,False,False,False,True,False,False,False
20080208__star_1,True,False,False,False,False,False,False,False,False,False,False,False
20080208__star_2,False,False,False,True,False,False,False,False,False,False,False,False
20080215__star_1,False,False,False,False,False,False,True,False,False,False,False,False
