,ball_1,ball_2,ball_3,ball_4,ball_5,star
2017145,43,32,15,23,41,8
2017146,27,12,38,7,30,1
2017147,48,49,10,46,23,8
2017148,47,34,26,43,29,4
2017149,17,49,24,43,28,8
2017150,48,20,15,9,49,6
2017151,11,39,48,10,29,9
2017152,6,11,13,24,10,9
2017153,4,6,44,8,48,10
2017154,3,31,6,10,29,8
2017155,22,6,48,7,14,8
2017156,40,28,35,13,12,8
2018001,7,43,10,9,14,1
2018002,34,44,27,23,4,4
2018003,45,40,17,6,31,9
2018004,8,44,37,43,45,2
2018005,7,49,18,9,16,3
2018006,48,35,20,31,36,10
2018007,15,28,22,2,5,2
2018008,16,25,40,49,4,3
2018009,44,32,27,38,46,7
2018010,31,11,16,1,14,2
2018011,9,37,35,23,28,5
2018012,45,10,9,34,39,10
2018013,11,32,27,36,21,6
2018014,29,26,16,4,49,1
2018015,22,9,23,38,13,4
2018016,7,29,1,30,45,7
2018017,44,13,17,48,33,3
2018018,19,31,2,40,42,5
2018019,27,35,48,3,32,9
2018020,13,3,44,19,5,4
2018021,49,48,14,22,38,9
2018022,32,9,8,29,28,2
2018023,12,41,2,28,16,1
2018024,12,6,9,31,43,3
2018025,13,34,39,42,37,3
2018026,42,5,49,31,28,7
2018027,3,4,8,2,31,9
2018028,44,38,25,17,41,9
2018029,13,6,18,36,37,5
2018030,5,47,23,21,18,6
2018031,27,7,10,38,13,8
2018032,36,46,13,4,3,10
2018033,48,43,36,30,13,9
2018034,20,15,27,46,24,10
2018035,31,45,21,30,29,2
2018036,31,11,44,35,26,9
2018037,27,17,37,10,4,10
2018038,43,39,15,5,45,10
2018039,42,2,41,18,31,8
2018040,28,34,18,13,14,2
2018041,19,40,22,45,36,6
2018042,26,34,10,45,7,7
2018043,1,32,20,28,42,6
2018044,40,46,32,17,1,8
2018045,24,5,49,36,1,7
2018046,16,25,6,21,26,5
2018047,18,11,38,17,46,8
2018048,26,20,2,11,39,5
2018049,2,33,20,29,32,8
2018050,21,23,5,10,36,1
2018051,36,14,40,31,47,2
2018052,43,48,49,36,7,7
2018053,8,1,14,10,21,10
2018054,9,30,47,41,15,5
2018055,43,13,10,23,46,6
2018056,10,23,35,34,5,6
2018057,6,23,9,47,5,10
2018058,40,33,23,1,5,8
2018059,44,37,7,23,41,8
2018060,5,47,30,45,12,9
2018061,20,4,46,16,5,5
2018062,14,29,3,36,25,9
2018063,26,24,2,43,3,8
2018064,35,10,25,21,23,10
2018065,4,44,41,36,33,6
2018066,18,13,31,7,35,4
2018067,8,38,48,16,35,2
2018068,43,5,33,6,47,2
2018069,7,16,5,9,12,10
2018070,44,41,49,25,14,4
2018071,20,48,15,29,49,1
2018072,35,17,8,43,19,9
2018073,34,2,7,13,44,8
2018074,43,33,8,30,6,3
2018075,41,32,49,10,36,10
2018076,14,9,21,13,32,5
2018077,26,11,9,41,8,10
2018078,5,36,23,29,45,7
2018079,48,38,36,45,16,8
2018080,41,23,16,20,45,5
2018081,41,3,34,11,10,10
2018082,9,21,19,36,40,1
2018083,11,46,1,22,42,4
2018084,47,37,45,3,20,3
2018085,36,31,9,16,3,1
2018086,18,26,27,43,35,7
2018087,44,18,9,28,1,10
2018088,7,20,41,40,11,6
2018089,35,27,22,20,30,3
2018090,7,23,13,18,21,10
2018091,33,7,13,41,43,2
2018092,47,15,45,35,17,4
2018093,41,23,9,32,38,3
2018094,30,4,37,32,23,6
2018095,5,19,29,15,24,8
2018096,41,27,44,46,14,5
2018097,10,19,21,2,40,6
2018098,40,21,47,27,6,8
2018099,33,37,31,16,49,8
2018100,15,48,42,18,40,10
2018101,16,42,12,6,40,3
2018102,29,6,15,44,16,3
2018103,40,17,24,18,10,2
2018104,17,45,19,40,31,1
2018105,32,35,11,41,42,6
2018106,18,2,15,1,41,10
2018107,7,39,34,6,15,1
2018108,6,19,22,34,20,10
2018109,27,20,19,46,38,10
2018110,11,33,24,35,4,9
2018111,11,26,1,46,13,5
2018112,43,42,8,15,26,5
2018113,15,42,4,27,25,5
2018114,14,37,39,18,38,9
2018115,12,30,17,8,6,3
2018116,40,18,15,36,10,3
2018117,31,7,15,10,17,4
2018118,6,1,40,7,2,4
2018119,31,24,11,20,32,8
2018120,49,39,8,48,1,9
2018121,46,1,4,23,24,2
2018122,5,24,38,29,4,3
2018123,1,36,45,4,22,8
2018124,8,14,25,19,49,5
2018125,33,13,7,2,41,1
2018126,7,17,31,12,48,8
2018127,10,4,29,19,47,6
2018128,28,45,34,36,9,6
2018129,26,21,36,29,35,9
2018130,9,42,24,43,22,7
2018131,34,14,2,28,38,4
2018132,6,29,8,9,39,2
2018133,9,11,39,29,32,8
2018134,33,27,3,20,6,8
2018135,20,43,18,44,30,7
2018136,13,14,37,21,15,7
2018137,36,41,15,49,48,5
2018138,42,20,27,22,12,7
2018139,33,46,21,20,28,7
2018140,22,45,20,21,23,10
2018141,15,11,5,22,10,5
2018142,36,30,34,14,21,2
2018143,3,38,30,10,15,6
2018144,15,6,3,23,39,2
2018145,1,15,9,19,39,5
2018146,6,19,41,17,18,9
2018147,25,38,11,29,14,8
2018148,8,34,16,13,37,10
2018149,39,21,45,12,44,5
2018150,38,1,3,32,30,6
2018151,2,9,25,35,30,9
2018152,21,3,25,10,11,3
2018153,44,46,31,11,22,5
2018154,10,22,34,43,46,2
2018155,45,9,5,24,11,10
2018156,26,30,42,38,12,5
2018157,43,24,34,27,14,10
2019001,36,12,29,2,26,7
2019002,48,18,40,7,6,7
2019003,1,19,12,31,7,10
2019004,6,19,46,21,15,10
2019005,19,24,11,34,25,8
2019006,35,33,44,1,11,10
2019007,15,11,10,1,31,3
2019008,37,10,39,16,34,7
2019009,17,26,30,47,20,6
2019010,25,17,41,24,38,10
2019011,30,14,12,16,42,2
2019012,37,15,30,6,47,6
2019013,20,47,15,11,30,9
2019014,32,27,5,7,35,3
2019015,40,12,37,24,42,1
2019016,4,15,21,26,22,10
2019017,47,40,45,42,3,9
2019018,43,15,13,48,25,5
2019019,43,41,29,14,7,3
2019020,8,7,25,11,46,7
2019021,18,9,11,33,7,9
2019022,25,29,8,34,15,1
2019023,3,45,13,4,44,5
2019024,7,44,37,48,38,7
2019025,14,1,34,19,4,2
2019026,46,42,38,25,16,9
2019027,4,15,11,36,33,2
2019028,14,23,15,44,46,5
2019029,32,47,43,35,15,10
2019030,25,24,16,6,5,1
2019031,29,5,20,8,32,3
2019032,33,19,1,31,22,1
2019033,38,23,45,24,44,6
2019034,13,3,21,2,40,8
2019035,12,1,40,28,26,6
2019036,46,47,23,22,24,2
2019037,49,45,25,10,19,1
2019038,15,44,41,3,2,3
2019039,32,14,35,46,11,10
2019040,16,38,18,45,10,3
2019041,19,26,13,27,24,7
2019042,24,9,26,15,13,9
2019043,22,23,14,42,16,5
2019044,17,9,1,24,46,8
2019045,32,44,40,17,38,6
2019046,29,17,34,48,8,3
2019047,4,30,15,49,45,3
2019048,39,7,21,29,5,7
2019049,3,11,35,13,15,3
2019050,27,17,26,25,33,2
2019051,33,43,39,6,29,2
2019052,26,48,25,16,34,8
2019053,38,18,3,24,29,9
2019054,23,38,5,24,35,3
2019055,2,16,4,20,35,5
2019056,24,44,34,19,45,2
2019057,15,24,37,40,41,4
2019058,38,44,46,27,42,1
2019059,19,4,10,42,46,5
2019060,32,14,43,29,41,1
2019061,1,48,27,49,37,1
2019062,42,47,2,13,43,10
2019063,33,13,28,18,42,9
2019064,36,48,14,13,6,2
2019065,35,26,13,45,20,3
2019066,42,12,9,41,33,1
2019067,28,47,26,38,17,7
2019068,14,41,9,10,45,1
2019069,9,24,18,49,39,8
2019070,25,31,45,38,3,9
2019071,2,13,20,30,37,6
2019072,20,49,31,12,13,2
2019073,45,46,4,36,18,5
2019074,13,20,10,25,27,2
2019075,33,16,1,32,45,6
2019076,4,47,43,30,7,10
2019077,46,42,1,4,3,3
2019078,38,23,41,3,17,3
2019079,39,38,8,31,45,8
2019080,13,6,2,27,12,10
2019081,26,11,38,20,33,10
2019082,7,21,29,35,47,6
2019083,27,18,49,37,48,10
2019084,10,1,19,13,3,4
2019085,26,4,27,47,28,8
2019086,21,17,29,35,18,6
2019087,28,37,44,11,7,3
2019088,39,25,10,32,40,10
2019089,25,28,39,47,31,8
2019090,6,29,3,47,21,3
2019091,32,18,8,36,30,5
2019092,10,4,5,23,7,4
2019093,5,45,22,26,33,9
2019094,26,28,36,29,5,4
2019095,37,4,12,9,18,3
2019096,31,30,9,20,34,10
2019097,45,17,27,48,34,2
2019098,1,21,28,8,37,2
2019099,14,31,7,28,2,3
2019100,17,3,38,1,25,8
2019101,23,31,15,38,17,4
2019102,4,21,46,27,47,6
2019103,14,25,47,7,42,5
2019104,47,21,25,19,38,4
2019105,6,2,44,33,21,4
2019106,25,2,4,7,35,3
2019107,16,12,27,30,2,2
2019108,42,2,44,28,5,8
2019109,35,19,6,27,14,10
2019110,28,23,18,26,19,9
2019111,42,35,31,32,13,5
2019112,16,6,36,5,3,10
2019113,15,42,41,44,8,10
2019114,36,20,42,34,29,4
2019115,7,1,26,22,15,3
2019116,18,15,12,19,40,5
2019117,43,2,33,23,47,2
2019118,33,37,32,35,49,3
2019119,30,2,38,16,31,5
2019120,19,4,2,35,11,5
2019121,14,39,17,44,36,5
2019122,27,16,12,37,10,9
2019123,16,48,18,24,6,9
2019124,19,30,5,18,35,2
2019125,36,23,24,31,32,8
2019126,13,42,40,48,3,4
2019127,49,44,31,33,40,1
2019128,11,30,44,13,20,9
2019129,46,17,36,35,18,4
2019130,46,13,48,2,22,1
2019131,41,1,18,16,13,3
20199133,43,27,23,44,42,10
20199134,26,24,6,18,29,3
20199135,28,14,27,13,25,5
20199136,22,13,10,35,19,1
20199137,10,49,30,12,29,9
20199138,31,44,6,15,12,7
20199139,22,23,7,30,37,3
20199140,4,27,28,9,22,4
20199141,44,41,35,33,38,8
20199142,44,2,15,29,18,4
20199143,7,25,17,48,16,3
20199144,39,28,14,11,42,9
20199145,8,30,26,35,40,2
20199146,40,29,44,38,10,8
20199147,1,34,15,24,25,8
20199148,25,33,48,1,40,8
20199149,3,48,17,4,38,9
20199150,38,26,39,35,10,6
20199151,23,6,17,5,7,9
20199152,48,23,27,19,22,2
20199153,37,36,32,20,7,2
20199154,36,40,45,24,15,9
20199155,24,48,49,18,8,8
20199156,12,38,34,32,48,6
20200001,11,7,32,24,4,10
20200002,22,9,43,31,34,5
20200003,49,10,19,26,30,3
20200004,17,44,29,16,37,8
20200005,48,14,2,23,13,3
20200006,16,11,25,32,14,9
20200007,35,19,8,22,46,2
20200008,12,1,33,13,2,9
20200009,13,38,31,30,26,1
20200010,25,28,42,26,12,10
20200011,36,17,30,7,11,5
20200012,27,12,10,7,41,1
20200013,31,30,6,14,45,8
20200014,36,25,22,21,16,9
20200015,49,20,7,31,33,4
20200016,30,21,6,11,29,4
20200017,47,31,12,45,7,10
20200018,15,49,37,25,38,8
20200019,47,38,17,30,43,5
20200020,48,4,25,5,45,7
20200021,44,39,7,41,19,1
20200022,40,16,21,41,46,2
20200023,4,39,26,5,24,4
20200024,20,15,27,9,47,7
20200025,20,6,30,32,45,4
20200026,37,24,19,10,5,6
20200027,42,26,21,39,40,5
20200028,10,17,33,30,49,4
20200029,5,35,37,4,24,2
20200030,26,41,5,33,42,7
20200031,38,45,5,14,46,1
20200032,28,41,38,31,43,10
20200033,44,16,4,40,23,3
20200034,48,10,46,28,29,9
20200035,16,37,8,7,42,8
20200036,28,49,5,48,21,2
20200037,40,45,24,32,34,1
20200038,35,23,26,32,22,5
20200039,21,37,12,17,23,7
20200040,41,48,42,28,3,6
20200041,40,2,35,39,42,9
20200042,23,29,18,35,7,4
20200043,16,9,19,26,6,9
20200044,8,43,1,48,41,7
20200045,42,1,19,23,17,9
20200046,16,1,31,48,3,6
20200047,45,1,33,47,27,8
20200048,37,5,9,7,41,6
20200049,28,30,43,40,41,7
20200050,49,6,24,13,10,3
20200051,41,11,19,29,14,9
20200052,25,29,47,5,7,1
20200053,43,22,12,30,9,4
20200054,39,8,9,33,15,10
20200055,48,36,14,15,10,3
20200056,48,39,29,47,35,7
20200057,34,5,33,3,17,10
20200058,43,4,17,38,49,8
20200059,26,27,41,46,19,4
20200060,20,30,35,14,10,9
20200061,45,14,39,20,47,8
20200062,22,28,3,23,29,2
20200063,9,26,30,42,36,4
20200064,29,6,12,44,31,6
20200065,5,14,42,44,16,9
20200066,24,26,2,36,32,7
20200067,12,13,26,44,16,6
20200068,14,7,43,44,29,5
20200069,8,22,26,46,2,1
20200070,47,36,20,11,9,2
20200071,25,32,6,5,28,4
20200072,22,49,26,2,47,2
20200073,26,13,10,20,46,1
20200074,8,24,33,38,14,5
20200075,9,36,5,21,39,5
20200076,36,8,31,34,17,7
20200077,1,39,2,6,27,4
20200078,21,29,20,47,46,7
20200079,44,47,5,13,14,8
20200080,23,13,27,44,36,6
20200081,2,11,42,30,35,6
20200082,30,48,37,9,26,8
20200083,32,6,35,28,40,7
20200084,24,3,35,46,2,8
20200085,6,12,4,35,44,3
20200086,11,42,22,34,43,4
20200087,8,42,22,28,26,2
20200088,4,28,38,20,18,1
20200089,18,10,6,15,48,4
20200090,19,24,45,15,25,3
20200091,47,46,7,19,39,5
20200092,17,18,25,38,9,9
20200093,43,48,42,23,30,7
20200094,46,32,22,15,17,8
20200095,35,42,49,4,6,9
20200096,28,38,2,1,11,6
20200097,17,47,30,3,44,3
20200098,5,41,3,42,15,7
20200099,6,1,39,48,40,6
20200100,35,11,13,4,34,1
20200101,7,11,5,32,33,5
20200102,28,18,22,37,19,2
20200103,13,45,4,40,31,3
20200104,23,15,38,21,39,4
20200105,7,16,17,4,11,10
20200106,14,23,21,47,3,3
20200107,22,15,19,24,46,3
20200108,37,35,31,44,14,7
20200109,24,48,20,29,45,3
20200110,16,46,12,21,24,2
20200111,23,49,5,13,32,2
20200112,28,19,49,23,17,7
20200113,33,42,27,46,32,7
20200114,46,41,38,19,16,9
20200115,11,5,25,23,33,5
20200116,4,31,49,8,39,9
20200117,33,22,44,6,35,2
20200118,26,24,49,32,2,5
20200119,31,36,9,33,18,2
20200120,6,22,19,5,9,5
20200121,17,30,6,49,19,2
20200122,48,26,31,47,42,8
20200123,18,7,21,42,11,3
20200124,19,42,32,26,39,6
20200125,28,23,24,9,20,4
20200126,7,35,48,28,25,1
20200127,35,48,33,21,15,1
20200128,8,25,4,12,45,2
20200129,33,7,8,12,22,5
20200130,25,43,30,2,19,9
20200131,22,35,9,28,13,5
20200132,42,43,38,33,31,3
20200133,29,10,16,14,9,1
20200134,45,5,48,42,30,9
20200135,26,18,41,38,5,10
20200136,15,17,10,37,16,9
20200137,40,26,17,24,43,9
20200138,7,47,16,33,42,7
20200139,28,11,14,43,41,8
20200140,49,17,44,5,46,4
20200141,15,20,12,6,1,1
20200142,1,26,14,31,10,4
20200143,9,25,2,47,35,10
20200144,28,9,26,29,18,3
20200145,23,14,40,46,27,1
20200146,34,20,14,35,9,1
20200147,45,27,48,4,38,4
20200148,47,17,48,39,24,7
20200149,14,31,9,45,23,6
20200150,47,48,13,34,2,6
20200151,21,6,41,17,16,9
20200152,30,29,49,23,10,5
20200153,10,31,36,37,44,5
20200154,5,3,39,31,38,9
20200155,31,3,40,35,2,7
20200156,41,34,42,22,1,5
20200157,36,20,13,31,38,1
20211001,5,27,7,24,41,10
20211002,31,39,30,49,19,8
20211003,41,21,32,47,11,9
20211004,49,12,27,11,7,1
20211005,33,46,8,17,1,5
20211006,32,42,30,17,41,5
20211007,44,20,14,22,36,2
20211008,5,43,10,48,25,10
20211009,21,11,22,40,32,9
20211010,1,19,13,24,48,5
20211011,13,31,49,7,3,5
20211012,27,44,25,23,6,6
20211013,17,5,33,9,37,4
20211014,1,18,45,17,21,9
20211015,17,31,26,37,21,10
20211016,44,42,15,9,47,10
20211017,19,10,9,29,5,8
20211018,44,13,29,15,33,4
20211019,13,17,31,28,9,10
20211020,13,22,17,6,12,7
20211021,34,31,35,41,29,8
20211022,21,36,19,39,49,5
20211023,3,37,26,15,24,7
20211024,47,18,41,10,19,2
20211025,4,29,42,43,11,10
20211026,4,14,21,47,8,9
20211027,38,8,41,49,19,7
20211028,11,22,3,13,30,8
20211029,24,8,38,19,40,10
20211030,26,42,33,20,34,9
20211031,47,22,19,4,10,8
20211032,29,38,33,15,41,2
20211033,45,18,46,3,30,3
20211034,42,18,14,4,27,3
20211035,15,6,34,39,24,4
20211036,22,38,28,37,9,10
20211037,16,11,18,8,10,5
20211038,41,28,18,13,38,1
20211039,2,27,24,35,22,5
20211040,17,1,38,2,45,2
20211041,32,22,2,12,15,8
20211042,35,19,9,16,43,4
20211043,9,35,15,8,4,8
20211044,43,14,26,7,11,7
20211045,27,25,20,23,47,6
20211046,38,37,17,34,30,1
20211047,49,17,36,44,27,1
20211048,45,31,6,49,39,4
20211049,41,12,26,42,36,7
20211050,2,34,41,32,8,6
20211051,4,15,10,49,12,6
20211052,27,25,5,34,38,7
20211053,44,8,11,48,37,6
20211054,36,48,46,41,8,6
20211055,41,35,40,6,24,6
20211056,44,12,13,17,27,10
20211057,19,11,22,36,9,1
20211058,7,31,29,24,47,3
20211059,23,42,3,17,47,4
20211060,28,17,41,3,23,3
20211061,9,2,45,19,7,10
20211062,11,44,47,29,7,9
20211063,20,1,22,5,42,6
20211064,32,4,36,44,9,3
20211065,25,3,13,32,47,9
20211066,33,34,25,3,26,6
20211067,45,16,6,37,25,9
20211068,6,28,34,7,11,8
20211069,16,33,41,2,24,8
20211070,9,2,5,29,10,1
20211071,40,12,47,21,19,7
20211072,22,23,35,46,3,9
20211073,3,44,46,27,14,6
20211074,44,21,25,18,47,10
20211075,1,16,6,3,40,1
20211076,37,24,38,13,45,6
20211077,4,28,48,8,15,1
20211078,8,44,6,48,31,9
20211079,33,48,13,2,19,2
20211080,43,36,3,32,45,2
20211081,37,18,8,44,46,2
20211082,43,3,38,42,46,1
20211083,38,31,8,37,30,1
20211084,36,18,38,31,29,10
20211085,31,8,47,11,17,6
20211086,3,28,15,4,2,5
20211087,27,25,6,37,32,9
20211088,24,40,5,31,22,9
20211089,42,5,34,21,37,10
20211090,1,28,3,29,8,6
20211091,22,6,46,7,17,3
20211092,24,44,46,42,7,2
20211093,21,36,22,20,44,10
20211094,7,24,36,6,47,10
20211095,37,43,45,28,38,3
20211096,43,13,21,5,6,4
20211097,4,28,42,49,35,7
20211098,22,27,13,10,49,4
20211099,4,7,12,24,25,2
20211100,46,8,2,19,29,2
20211101,13,22,31,11,21,6
20211102,19,9,29,26,3,8
20211103,48,43,46,11,8,9
20211104,32,34,18,44,3,9
20211105,49,27,32,24,17,7
20211106,41,49,30,45,35,3
20211107,3,31,36,13,40,9
20211108,7,34,27,12,15,4
20211109,5,3,49,33,15,8
20211110,4,30,24,21,40,4
20211111,48,22,4,30,27,7
20211112,39,38,21,2,9,2
20211113,12,10,45,15,31,5
20211114,5,40,13,14,9,1
20211115,20,35,49,18,16,1
20211116,12,26,31,40,37,3
20211117,6,39,28,13,33,10
20211118,6,46,35,20,8,9
20211119,44,15,5,19,7,1
20211120,44,34,20,8,41,2
20211121,22,29,19,15,34,3
20211122,26,7,1,9,28,3
20211123,21,20,19,43,49,10
20211124,23,15,46,5,37,10
20211125,41,27,36,35,9,6
20211126,26,35,16,22,42,4
20211127,6,36,35,10,48,9
20211128,31,48,43,37,3,10
20211129,41,16,44,27,15,9
20211130,46,11,43,12,30,9
20211131,47,27,26,43,1,6
20211132,7,39,31,38,42,10
20211133,19,2,18,22,4,3
20211134,44,32,11,48,7,3
20211135,31,12,9,40,41,2
20211136,39,13,12,31,26,6
20211137,34,7,8,41,42,8
20211138,37,40,36,4,43,6
20211139,44,9,18,17,42,8
20211140,19,12,8,41,16,5
20211141,14,34,39,24,47,8
20211142,25,28,46,12,27,4
20211143,30,26,35,44,31,4
20211144,26,18,3,49,46,6
20211145,23,18,34,5,44,5
20211146,29,16,36,7,15,6
20211147,28,26,1,30,16,4
20211148,16,45,34,42,26,9
20211149,23,38,36,18,19,1
20211150,34,47,11,37,38,8
20211151,10,46,2,31,38,8
20211152,22,23,12,47,25,1
20211153,41,20,46,11,24,1
20211154,6,25,48,21,37,10
20211155,32,20,6,12,14,8
20211156,21,18,33,49,48,7
20222001,30,36,14,6,39,5
20222002,33,36,34,38,22,5
20222003,17,45,30,32,6,4
20222004,22,42,43,17,25,10
20222005,14,43,34,41,35,9
20222006,23,20,1,26,44,4
20222007,19,10,30,13,47,8
20222008,4,27,5,15,22,9
20222009,44,27,41,8,43,6
20222010,26,3,39,17,30,8
20222011,15,38,7,4,40,2
20222012,14,16,33,38,45,10
20222013,42,29,25,46,8,9
20222014,25,32,31,36,10,8
20222015,11,37,49,28,40,4
20222016,48,31,24,11,38,9
20222017,37,15,18,31,46,3
20222018,44,48,31,46,21,1
20222019,45,22,28,40,37,10
20222020,26,13,29,15,20,5
20222021,22,24,41,21,32,2
20222022,32,24,49,39,40,1
20222023,2,6,10,32,17,5
20222024,33,15,6,12,14,8
20222025,29,39,28,22,30,3
20222026,43,9,21,36,27,2
20222027,46,4,3,43,22,6
20222028,37,26,36,14,1,3
20222029,8,27,29,15,41,4
20222030,32,8,21,41,25,4
20222031,16,47,33,21,5,5
20222032,11,5,32,49,9,6
20222033,1,49,12,39,24,3
20222034,44,38,33,49,41,7
20222035,10,26,46,35,5,9
20222036,20,2,29,39,18,10
20222037,40,10,37,34,12,5
20222038,16,48,21,5,26,10
20222039,12,34,16,26,10,7
20222040,15,6,11,28,24,10
20222041,23,22,33,36,10,6
20222042,6,20,48,12,38,7
20222043,3,15,13,29,40,10
20222044,32,3,22,18,17,10
20222045,36,29,44,46,35,8
20222046,4,41,30,27,21,6
20222047,10,39,33,9,47,5
20222048,45,46,4,13,33,7
20222049,44,20,11,9,42,4
20222050,31,36,42,23,8,7
20222051,8,13,1,43,31,10
20222052,6,27,5,21,47,9
20222053,46,20,13,47,8,7
20222054,37,30,17,12,41,2
20222055,23,37,38,7,15,3
20222056,6,33,7,9,15,2
20222057,23,45,7,2,46,10
20222058,4,44,29,32,24,4
20222059,21,33,4,14,32,1
20222060,14,23,22,45,36,7
20222061,1,12,41,7,21,4
20222062,30,26,48,41,47,6
20222063,37,30,24,27,45,10
20222064,20,27,21,26,7,7
20222065,22,12,38,13,14,2
20222066,33,4,35,22,2,7
20222067,9,23,17,42,6,5
20222068,20,5,22,23,18,5
20222069,38,33,39,27,26,5
20222070,7,28,4,11,10,8
20222071,44,45,46,43,31,10
20222072,11,37,44,13,21,6
20222073,31,1,12,32,28,9
20222074,27,47,23,48,14,3
20222075,17,40,10,27,23,2
20222076,2,47,40,31,49,9
20222077,34,31,36,24,37,1
20222078,16,47,43,24,26,9
20222079,32,20,22,46,34,9
